Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
13689,1550703788.42371,74.84.192.134,1433,5807,1
13690,1550703788.423754,74.84.192.134,1433,22285,1
13691,1550703788.423793,74.84.192.134,1433,9778,1
13692,1550703788.42382,74.84.192.134,1433,26352,1
13693,1550703788.423844,74.84.192.134,1433,5384,1
13694,1550703788.423893,74.84.192.134,1433,17781,1
13695,1550703788.423925,74.84.192.134,1433,9975,1
13696,1550703788.423973,74.84.192.134,1433,64259,1
13697,1550703788.424017,74.84.192.134,1433,62683,1
13698,1550703788.424044,74.84.192.134,1433,10056,1
13699,1550703788.424076,74.84.192.134,1433,4127,1
13700,1550703788.424099,74.84.192.134,1433,6558,1
13701,1550703788.424134,74.84.192.134,1433,22247,1
13702,1550703788.424169,74.84.192.134,1433,13979,1
13703,1550703788.4242,74.84.192.134,1433,16754,1
13704,1550703788.424233,74.84.192.134,1433,21839,1
13705,1550703788.424256,74.84.192.134,1433,22821,1
13706,1550703788.42429,74.84.192.134,1433,10628,1
13707,1550703788.424333,74.84.192.134,1433,64908,1
13708,1550703788.424379,74.84.192.134,1433,27277,1
13709,1550703788.424404,192.168.1.162,137,26419,1
13710,1550703788.424426,192.168.1.162,137,63984,1
13711,1550703788.424452,192.168.1.162,137,46730,1
13712,1550703788.424546,192.168.1.162,137,8657,1
13713,1550703788.424832,192.168.1.162,137,12977,1
13714,1550703788.425008,192.168.1.162,137,26460,1
13715,1550703788.425248,192.168.1.162,137,30633,1
13716,1550703788.425618,192.168.1.162,137,53342,1
13717,1550703788.425769,192.168.1.162,137,32967,1
13718,1550703788.425977,192.168.1.162,137,59052,1
13719,1550703788.426131,192.168.1.162,137,48559,1
13720,1550703788.42643,192.168.1.162,137,43611,1
13721,1550703788.426565,192.168.1.162,137,16237,1
13722,1550703788.426683,192.168.1.162,137,54611,1
13723,1550703788.427009,192.168.1.162,137,16428,1
13724,1550703788.427136,192.168.1.162,137,58614,1
13725,1550703788.427205,192.168.1.162,137,9529,1
13726,1550703788.432595,74.84.192.134,1433,7285,1
13727,1550703788.432722,74.84.192.134,1433,62005,1
13728,1550703788.432761,74.84.192.134,1433,65473,1
13729,1550703788.432793,74.84.192.134,1433,14403,1
13730,1550703788.432822,74.84.192.134,1433,28698,1
13731,1550703788.432862,74.84.192.134,1433,2105,1
13732,1550703788.433171,192.168.1.162,137,53258,1
13733,1550703788.433375,192.168.1.162,137,58002,1
13734,1550703788.43357,192.168.1.162,137,59576,1
13735,1550703788.433719,192.168.1.162,137,13953,1
13736,1550703788.440564,74.84.192.134,1433,62526,1
13737,1550703788.440726,74.84.192.134,1433,3435,1
13738,1550703788.440783,74.84.192.134,1433,27586,1
13739,1550703788.440837,74.84.192.134,1433,1377,1
13740,1550703788.440931,74.84.192.134,1433,16584,1
13741,1550703788.44099,74.84.192.134,1433,23737,1
13742,1550703788.44105,74.84.192.134,1433,21099,1
13743,1550703788.441107,74.84.192.134,1433,6323,1
13744,1550703788.441191,74.84.192.134,1433,16673,1
13745,1550703788.441251,74.84.192.134,1433,18973,1
13746,1550703788.4413,74.84.192.134,1433,15223,1
13747,1550703788.441345,74.84.192.134,1433,5918,1
13748,1550703788.441402,74.84.192.134,1433,13950,1
13749,1550703788.441669,74.84.192.134,1433,26588,1
13750,1550703788.441756,74.84.192.134,1433,3393,1
13751,1550703788.441799,74.84.192.134,1433,8763,1
13752,1550703788.441839,74.84.192.134,1433,17228,1
13753,1550703788.441891,74.84.192.134,1433,1843,1
13754,1550703788.441959,74.84.192.134,1433,6803,1
13755,1550703788.442018,74.84.192.134,1433,23130,1
13756,1550703788.442048,74.84.192.134,1433,22562,1
13757,1550703788.442077,192.168.1.162,137,32026,1
13758,1550703788.442114,74.84.192.134,1433,22438,1
13759,1550703788.442169,192.168.1.162,137,62787,1
13760,1550703788.442208,74.84.192.134,1433,7190,1
13761,1550703788.442259,74.84.192.134,1433,2908,1
13762,1550703788.442288,74.84.192.134,1433,20175,1
13763,1550703788.442316,192.168.1.162,137,41173,1
13764,1550703788.442361,74.84.192.134,1433,29158,1
13765,1550703788.442424,192.168.1.162,137,43187,1
13766,1550703788.44251,74.84.192.134,1433,18458,1
13767,1550703788.442592,74.84.192.134,1433,14192,1
13768,1550703788.442701,74.84.192.134,1433,9658,1
13769,1550703788.44275,74.84.192.134,1433,8608,1
13770,1550703788.442788,192.168.1.162,137,62372,1
13771,1550703788.442819,74.84.192.134,1433,4342,1
13772,1550703788.442845,74.84.192.134,1433,10990,1
13773,1550703788.44293,74.84.192.134,1433,26784,1
13774,1550703788.442997,74.84.192.134,1433,2264,1
13775,1550703788.443056,74.84.192.134,1433,21643,1
13776,1550703788.443094,74.84.192.134,1433,12946,1
13777,1550703788.443124,192.168.1.162,137,38517,1
13778,1550703788.443251,192.168.1.162,137,25267,1
13779,1550703788.44345,192.168.1.162,137,19513,1
13780,1550703788.443771,192.168.1.162,137,18093,1
13781,1550703788.444013,192.168.1.162,137,53755,1
13782,1550703788.444182,192.168.1.162,137,9572,1
13783,1550703788.444349,192.168.1.162,137,50671,1
13784,1550703788.444626,192.168.1.162,137,22063,1
13785,1550703788.444808,192.168.1.162,137,48065,1
13786,1550703788.445016,192.168.1.162,137,62227,1
13787,1550703788.445146,192.168.1.162,137,12728,1
13788,1550703788.44551,192.168.1.162,137,59672,1
13789,1550703788.445623,192.168.1.162,137,17200,1
13790,1550703788.445862,192.168.1.162,137,30623,1
13791,1550703788.44605,192.168.1.162,137,61855,1
13792,1550703788.446266,192.168.1.162,137,363,1
13793,1550703788.446557,192.168.1.162,137,50849,1
13794,1550703788.446671,192.168.1.162,137,42354,1
13795,1550703788.446794,192.168.1.162,137,8205,1
13796,1550703788.450362,74.84.192.134,1433,11416,1
13797,1550703788.450493,74.84.192.134,1433,2446,1
13798,1550703788.450531,74.84.192.134,1433,17845,1
13799,1550703788.450563,74.84.192.134,1433,64005,1
13800,1550703788.450818,192.168.1.162,137,4311,1
13801,1550703788.451052,192.168.1.162,137,48629,1
13802,1550703788.451191,192.168.1.162,137,65150,1
13803,1550703788.460393,74.84.192.134,1433,23185,1
13804,1550703788.460556,74.84.192.134,1433,23885,1
13805,1550703788.460615,74.84.192.134,1433,22941,1
13806,1550703788.460685,74.84.192.134,1433,28841,1
13807,1550703788.460731,74.84.192.134,1433,19659,1
13808,1550703788.46079,74.84.192.134,1433,3753,1
13809,1550703788.460849,74.84.192.134,1433,8,1
13810,1550703788.461031,74.84.192.134,1433,11859,1
13811,1550703788.461119,74.84.192.134,1433,16010,1
13812,1550703788.461185,74.84.192.134,1433,21062,1
13813,1550703788.461245,74.84.192.134,1433,10991,1
13814,1550703788.461385,74.84.192.134,1433,7650,1
13815,1550703788.461465,74.84.192.134,1433,19180,1
13816,1550703788.461518,74.84.192.134,1433,16227,1
13817,1550703788.461699,74.84.192.134,1433,7260,1
13818,1550703788.461822,74.84.192.134,1433,14072,1
13819,1550703788.461929,74.84.192.134,1433,62274,1
13820,1550703788.461983,74.84.192.134,1433,25094,1
13821,1550703788.462072,74.84.192.134,1433,64748,1
13822,1550703788.462234,74.84.192.134,1433,63112,1
13823,1550703788.462303,74.84.192.134,1433,5627,1
13824,1550703788.462404,192.168.1.162,137,31868,1
13825,1550703788.462485,74.84.192.134,1433,28728,1
13826,1550703788.462591,74.84.192.134,1433,5524,1
13827,1550703788.462657,74.84.192.134,1433,16637,1
13828,1550703788.462698,74.84.192.134,1433,26318,1
13829,1550703788.462746,74.84.192.134,1433,29111,1
13830,1550703788.462796,192.168.1.162,137,20405,1
13831,1550703788.462835,74.84.192.134,1433,28605,1
13832,1550703788.462868,192.168.1.162,137,34070,1
13833,1550703788.462896,74.84.192.134,1433,15841,1
13834,1550703788.462924,74.84.192.134,1433,28137,1
13835,1550703788.462953,192.168.1.162,137,50355,1
13836,1550703788.463006,192.168.1.162,137,1492,1
13837,1550703788.463099,192.168.1.162,137,58644,1
13838,1550703788.463149,74.84.192.134,1433,28927,1
13839,1550703788.463226,74.84.192.134,1433,13857,1
13840,1550703788.463312,74.84.192.134,1433,11772,1
13841,1550703788.463386,74.84.192.134,1433,1827,1
13842,1550703788.463416,74.84.192.134,1433,62502,1
13843,1550703788.463457,74.84.192.134,1433,20400,1
13844,1550703788.463503,74.84.192.134,1433,13540,1
13845,1550703788.463611,74.84.192.134,1433,24252,1
13846,1550703788.463656,74.84.192.134,1433,20586,1
13847,1550703788.463702,74.84.192.134,1433,13915,1
13848,1550703788.463786,74.84.192.134,1433,63491,1
13849,1550703788.463837,74.84.192.134,1433,8777,1
13850,1550703788.463876,192.168.1.162,137,26311,1
13851,1550703788.463952,74.84.192.134,1433,28226,1
13852,1550703788.464033,74.84.192.134,1433,63687,1
13853,1550703788.464065,192.168.1.162,137,34878,1
13854,1550703788.464101,74.84.192.134,1433,23202,1
13855,1550703788.46415,192.168.1.162,137,34482,1
13856,1550703788.46419,192.168.1.162,137,64955,1
13857,1550703788.464242,192.168.1.162,137,63233,1
13858,1550703788.46467,192.168.1.162,137,51914,1
13859,1550703788.464844,192.168.1.162,137,21562,1
13860,1550703788.465047,192.168.1.162,137,36201,1
13861,1550703788.465207,192.168.1.162,137,49097,1
13862,1550703788.465331,192.168.1.162,137,52358,1
13863,1550703788.465646,192.168.1.162,137,49209,1
13864,1550703788.465767,192.168.1.162,137,40903,1
13865,1550703788.466107,192.168.1.162,137,1518,1
13866,1550703788.466268,192.168.1.162,137,61310,1
13867,1550703788.466451,192.168.1.162,137,31458,1
13868,1550703788.466773,192.168.1.162,137,21941,1
13869,1550703788.466963,192.168.1.162,137,22288,1
13870,1550703788.467101,192.168.1.162,137,43987,1
13871,1550703788.467223,192.168.1.162,137,18803,1
13872,1550703788.467452,192.168.1.162,137,37589,1
13873,1550703788.467612,192.168.1.162,137,53473,1
13874,1550703788.467867,192.168.1.162,137,50121,1
13875,1550703788.46803,192.168.1.162,137,4291,1
13876,1550703788.468099,192.168.1.162,137,53405,1
13877,1550703788.480577,74.84.192.134,1433,12217,1
13878,1550703788.480738,74.84.192.134,1433,16027,1
13879,1550703788.480794,74.84.192.134,1433,63080,1
13880,1550703788.480869,74.84.192.134,1433,14465,1
13881,1550703788.480915,74.84.192.134,1433,28751,1
13882,1550703788.480973,74.84.192.134,1433,9767,1
13883,1550703788.481041,74.84.192.134,1433,28538,1
13884,1550703788.481283,74.84.192.134,1433,27628,1
13885,1550703788.481376,74.84.192.134,1433,23760,1
13886,1550703788.481509,74.84.192.134,1433,65021,1
13887,1550703788.481612,74.84.192.134,1433,5024,1
13888,1550703788.481721,74.84.192.134,1433,15113,1
13889,1550703788.481794,74.84.192.134,1433,10909,1
13890,1550703788.481834,74.84.192.134,1433,28419,1
13891,1550703788.481871,74.84.192.134,1433,3027,1
13892,1550703788.481925,74.84.192.134,1433,18318,1
13893,1550703788.48198,74.84.192.134,1433,17814,1
13894,1550703788.482021,74.84.192.134,1433,63572,1
13895,1550703788.482066,74.84.192.134,1433,1869,1
13896,1550703788.482095,74.84.192.134,1433,26306,1
13897,1550703788.482126,74.84.192.134,1433,18962,1
13898,1550703788.482179,192.168.1.162,137,36221,1
13899,1550703788.482211,74.84.192.134,1433,27569,1
13900,1550703788.482254,74.84.192.134,1433,27098,1
13901,1550703788.482306,192.168.1.162,137,43491,1
13902,1550703788.482338,74.84.192.134,1433,5183,1
13903,1550703788.482367,74.84.192.134,1433,10617,1
13904,1550703788.482416,74.84.192.134,1433,24657,1
13905,1550703788.482444,192.168.1.162,137,106,1
13906,1550703788.482469,74.84.192.134,1433,16816,1
13907,1550703788.482494,192.168.1.162,137,23177,1
13908,1550703788.482522,74.84.192.134,1433,63374,1
13909,1550703788.482556,192.168.1.162,137,27280,1
13910,1550703788.482658,192.168.1.162,137,24873,1
13911,1550703788.482855,74.84.192.134,1433,63194,1
13912,1550703788.482924,74.84.192.134,1433,9262,1
13913,1550703788.482968,74.84.192.134,1433,10982,1
13914,1550703788.483061,74.84.192.134,1433,24204,1
13915,1550703788.483142,74.84.192.134,1433,4822,1
13916,1550703788.483208,74.84.192.134,1433,383,1
13917,1550703788.48326,74.84.192.134,1433,16233,1
13918,1550703788.483299,74.84.192.134,1433,39,1
13919,1550703788.48333,74.84.192.134,1433,29047,1
13920,1550703788.483359,192.168.1.162,137,46596,1
13921,1550703788.483388,74.84.192.134,1433,2712,1
13922,1550703788.483442,74.84.192.134,1433,20678,1
13923,1550703788.483476,74.84.192.134,1433,19939,1
13924,1550703788.483508,192.168.1.162,137,12324,1
13925,1550703788.483535,192.168.1.162,137,29553,1
13926,1550703788.483898,192.168.1.162,137,21586,1
13927,1550703788.484047,192.168.1.162,137,39664,1
13928,1550703788.484171,74.84.192.134,1433,18825,1
13929,1550703788.484227,74.84.192.134,1433,3521,1
13930,1550703788.484271,74.84.192.134,1433,18417,1
13931,1550703788.484304,74.84.192.134,1433,2519,1
13932,1550703788.484332,74.84.192.134,1433,20047,1
13933,1550703788.484397,74.84.192.134,1433,16997,1
13934,1550703788.484442,192.168.1.162,137,16383,1
13935,1550703788.484477,192.168.1.162,137,30139,1
13936,1550703788.484653,192.168.1.162,137,49537,1
13937,1550703788.4848,192.168.1.162,137,57627,1
13938,1550703788.48504,192.168.1.162,137,16480,1
13939,1550703788.485186,192.168.1.162,137,5605,1
13940,1550703788.48547,192.168.1.162,137,2647,1
13941,1550703788.485669,192.168.1.162,137,27553,1
13942,1550703788.485874,192.168.1.162,137,30336,1
13943,1550703788.48597,192.168.1.162,137,20308,1
13944,1550703788.486083,192.168.1.162,137,30790,1
13945,1550703788.486315,192.168.1.162,137,62818,1
13946,1550703788.486521,192.168.1.162,137,20072,1
13947,1550703788.486659,192.168.1.162,137,19543,1
13948,1550703788.486815,192.168.1.162,137,45841,1
13949,1550703788.486941,192.168.1.162,137,18504,1
13950,1550703788.487145,192.168.1.162,137,47149,1
13951,1550703788.487272,192.168.1.162,137,47665,1
13952,1550703788.487412,192.168.1.162,137,9747,1
13953,1550703788.487674,192.168.1.162,137,15908,1
13954,1550703788.500004,74.84.192.134,1433,22486,1
13955,1550703788.500176,74.84.192.134,1433,20487,1
13956,1550703788.50024,74.84.192.134,1433,3743,1
13957,1550703788.500419,74.84.192.134,1433,14274,1
13958,1550703788.500561,74.84.192.134,1433,8998,1
13959,1550703788.500623,74.84.192.134,1433,8666,1
13960,1550703788.50074,74.84.192.134,1433,8190,1
13961,1550703788.500844,74.84.192.134,1433,1257,1
13962,1550703788.500903,74.84.192.134,1433,21996,1
13963,1550703788.500954,74.84.192.134,1433,10155,1
13964,1550703788.501053,74.84.192.134,1433,5529,1
13965,1550703788.501136,74.84.192.134,1433,19932,1
13966,1550703788.501214,192.168.1.162,137,12168,1
13967,1550703788.501261,74.84.192.134,1433,25146,1
13968,1550703788.501304,74.84.192.134,1433,23546,1
13969,1550703788.501346,74.84.192.134,1433,63895,1
13970,1550703788.501391,74.84.192.134,1433,6258,1
13971,1550703788.501472,74.84.192.134,1433,253,1
13972,1550703788.50157,74.84.192.134,1433,3707,1
13973,1550703788.501671,74.84.192.134,1433,65038,1
13974,1550703788.501737,192.168.1.162,137,1052,1
13975,1550703788.501857,74.84.192.134,1433,16892,1
13976,1550703788.501945,74.84.192.134,1433,21496,1
13977,1550703788.502063,74.84.192.134,1433,24160,1
13978,1550703788.502113,74.84.192.134,1433,8448,1
13979,1550703788.502255,74.84.192.134,1433,12363,1
13980,1550703788.502309,74.84.192.134,1433,2095,1
13981,1550703788.502362,192.168.1.162,137,46806,1
13982,1550703788.502408,74.84.192.134,1433,11189,1
13983,1550703788.502454,74.84.192.134,1433,10746,1
13984,1550703788.502487,192.168.1.162,137,61552,1
13985,1550703788.502529,74.84.192.134,1433,9066,1
13986,1550703788.502567,192.168.1.162,137,30931,1
13987,1550703788.502597,74.84.192.134,1433,5474,1
13988,1550703788.502649,74.84.192.134,1433,18246,1
13989,1550703788.502697,74.84.192.134,1433,25626,1
13990,1550703788.502723,74.84.192.134,1433,14812,1
13991,1550703788.502755,192.168.1.162,137,14107,1
13992,1550703788.502787,74.84.192.134,1433,17228,1
13993,1550703788.502828,74.84.192.134,1433,22654,1
13994,1550703788.502952,74.84.192.134,1433,112,1
13995,1550703788.503003,74.84.192.134,1433,23399,1
13996,1550703788.503033,74.84.192.134,1433,15897,1
13997,1550703788.50306,74.84.192.134,1433,5884,1
13998,1550703788.503122,74.84.192.134,1433,18178,1
13999,1550703788.503191,192.168.1.162,137,56187,1
14000,1550703788.503291,74.84.192.134,1433,11366,1
14001,1550703788.503387,74.84.192.134,1433,12850,1
14002,1550703788.50342,192.168.1.162,137,59670,1
14003,1550703788.503445,74.84.192.134,1433,4358,1
14004,1550703788.503471,74.84.192.134,1433,12653,1
14005,1550703788.503536,74.84.192.134,1433,16936,1
14006,1550703788.503581,192.168.1.162,137,21986,1
14007,1550703788.503614,74.84.192.134,1433,866,1
14008,1550703788.503665,74.84.192.134,1433,3700,1
14009,1550703788.5037,192.168.1.162,137,6289,1
14010,1550703788.503776,192.168.1.162,137,1581,1
14011,1550703788.503965,192.168.1.162,137,22429,1
14012,1550703788.504175,192.168.1.162,137,34397,1
14013,1550703788.504247,74.84.192.134,1433,13674,1
14014,1550703788.504334,74.84.192.134,1433,1008,1
14015,1550703788.504366,192.168.1.162,137,53894,1
14016,1550703788.504621,192.168.1.162,137,59931,1
14017,1550703788.50476,192.168.1.162,137,50465,1
14018,1550703788.50496,192.168.1.162,137,7817,1
14019,1550703788.505079,192.168.1.162,137,53565,1
14020,1550703788.505388,192.168.1.162,137,45403,1
14021,1550703788.505607,192.168.1.162,137,6689,1
14022,1550703788.505715,192.168.1.162,137,17320,1
14023,1550703788.506148,192.168.1.162,137,20362,1
14024,1550703788.506246,192.168.1.162,137,26571,1
14025,1550703788.506391,192.168.1.162,137,44715,1
14026,1550703788.506583,192.168.1.162,137,52480,1
14027,1550703788.506765,192.168.1.162,137,34530,1
14028,1550703788.50717,192.168.1.162,137,38136,1
14029,1550703788.507318,192.168.1.162,137,51817,1
14030,1550703788.507457,192.168.1.162,137,20882,1
14031,1550703788.507602,192.168.1.162,137,52516,1
14032,1550703788.508101,192.168.1.162,137,61363,1
14033,1550703788.508304,192.168.1.162,137,40412,1
14034,1550703788.508369,192.168.1.162,137,48378,1
14035,1550703788.519658,74.84.192.134,1433,11068,1
14036,1550703788.519868,74.84.192.134,1433,20913,1
14037,1550703788.519939,74.84.192.134,1433,21189,1
14038,1550703788.519999,74.84.192.134,1433,22360,1
14039,1550703788.520066,74.84.192.134,1433,20869,1
14040,1550703788.520232,74.84.192.134,1433,65255,1
14041,1550703788.520345,74.84.192.134,1433,28551,1
14042,1550703788.520401,74.84.192.134,1433,8219,1
14043,1550703788.520503,74.84.192.134,1433,12745,1
14044,1550703788.520567,74.84.192.134,1433,27386,1
14045,1550703788.520625,74.84.192.134,1433,64031,1
14046,1550703788.520684,74.84.192.134,1433,8021,1
14047,1550703788.520727,74.84.192.134,1433,28663,1
14048,1550703788.521034,74.84.192.134,1433,64924,1
14049,1550703788.521198,192.168.1.162,137,3033,1
14050,1550703788.521313,74.84.192.134,1433,2975,1
14051,1550703788.521467,74.84.192.134,1433,23395,1
14052,1550703788.521529,74.84.192.134,1433,11298,1
14053,1550703788.521566,74.84.192.134,1433,4074,1
14054,1550703788.52161,74.84.192.134,1433,3176,1
14055,1550703788.521641,74.84.192.134,1433,6047,1
14056,1550703788.521671,74.84.192.134,1433,25474,1
14057,1550703788.521713,74.84.192.134,1433,10414,1
14058,1550703788.521805,74.84.192.134,1433,15934,1
14059,1550703788.521876,192.168.1.162,137,14092,1
14060,1550703788.521936,74.84.192.134,1433,64012,1
14061,1550703788.521983,74.84.192.134,1433,8263,1
14062,1550703788.522015,74.84.192.134,1433,17195,1
14063,1550703788.522045,74.84.192.134,1433,64382,1
14064,1550703788.522076,192.168.1.162,137,11655,1
14065,1550703788.522119,74.84.192.134,1433,17517,1
14066,1550703788.522172,192.168.1.162,137,35179,1
14067,1550703788.52221,192.168.1.162,137,11666,1
14068,1550703788.522265,192.168.1.162,137,50437,1
14069,1550703788.522397,192.168.1.162,137,31477,1
14070,1550703788.522677,192.168.1.162,137,27180,1
14071,1550703788.523033,192.168.1.162,137,35956,1
14072,1550703788.523104,192.168.1.162,137,31184,1
14073,1550703788.523359,74.84.192.134,1433,13291,1
14074,1550703788.523414,74.84.192.134,1433,64885,1
14075,1550703788.523455,74.84.192.134,1433,15455,1
14076,1550703788.523495,74.84.192.134,1433,18285,1
14077,1550703788.523532,74.84.192.134,1433,3968,1
14078,1550703788.523557,74.84.192.134,1241,29073,1
14079,1550703788.523592,192.168.1.162,137,32588,1
14080,1550703788.523703,192.168.1.162,137,62699,1
14081,1550703788.523827,192.168.1.162,137,60151,1
14082,1550703788.524065,192.168.1.162,137,60081,1
14083,1550703788.524417,192.168.1.162,137,10886,1
14084,1550703788.524586,192.168.1.162,137,63170,1
14085,1550703788.524767,192.168.1.162,137,65113,1
14086,1550703788.524939,192.168.1.162,137,27472,1
14087,1550703788.525284,192.168.1.162,137,59235,1
14088,1550703788.52541,192.168.1.162,137,10746,1
14089,1550703788.525583,192.168.1.162,137,57660,1
14090,1550703788.525835,192.168.1.162,137,25660,1
14091,1550703788.525979,192.168.1.162,137,20453,1
14092,1550703788.526041,192.168.1.162,137,8480,1
14093,1550703788.582349,192.168.1.162,233,50078,1
14094,1550703788.59823,74.84.192.134,1433,27983,1
14095,1550703788.598371,74.84.192.134,393,14151,1
14096,1550703788.598759,192.168.1.162,137,50514,1
14097,1550703788.651487,192.168.1.162,185,48625,1
14098,1550703788.666386,74.84.192.134,201,20326,1
14099,1550703788.666675,192.168.1.162,137,41964,1
14100,1550703788.690296,192.168.1.162,185,48303,1
14101,1550703788.706786,74.84.192.134,601,18868,1
14102,1550703788.707225,192.168.1.162,137,50432,1
14103,1550703788.707689,192.168.1.162,185,60711,1
14104,1550703788.725343,74.84.192.134,185,2489,1
14105,1550703788.72566,192.168.1.162,137,17184,1
14107,1550703788.730399,192.168.1.157,235,55232,1
14109,1550703789.856679,192.168.1.228,157,38749,1
14110,1550703790.244392,192.168.1.162,121,21491,1
14111,1550703790.245281,192.168.1.162,121,31232,1
14112,1550703790.26643,192.168.1.234,383,17530,1
14113,1550703790.267034,192.168.1.234,399,17512,1
14114,1550703790.267322,192.168.1.228,155,38743,1
14115,1550703790.26933,74.84.192.134,137,13106,1
14116,1550703790.269461,74.84.192.134,137,16645,1
14117,1550703790.369016,192.168.1.234,401,17506,1
14118,1550703790.471502,192.168.1.234,389,17509,1
14119,1550703790.573694,192.168.1.234,391,17498,1
14120,1550703790.778618,192.168.1.234,344,17540,1
14122,1550703790.779178,192.168.1.234,335,17544,1
14123,1550703790.824083,192.168.1.162,121,57667,1
14124,1550703790.84679,74.84.192.134,137,63661,1
14125,1550703791.327811,192.168.1.162,121,56564,1
14126,1550703791.328752,192.168.1.162,121,53189,1
14127,1550703791.328828,192.168.1.162,121,17321,1
14128,1550703791.328854,192.168.1.162,121,21453,1
14129,1550703791.34889,74.84.192.134,137,9046,1
14130,1550703791.349053,74.84.192.134,137,24434,1
14131,1550703791.349101,74.84.192.134,137,28310,1
14132,1550703791.34913,74.84.192.134,137,17154,1
14133,1550703791.700194,192.168.1.157,235,55232,1
14136,1550703792.768657,192.168.1.162,121,5835,1
14137,1550703792.789489,74.84.192.134,137,17884,1
14139,1550703793.850103,192.168.1.157,143,55324,1
14140,1550703794.055007,192.168.1.157,143,55324,1
14141,1550703794.46462,192.168.1.1,203,19903,1
14143,1550703794.976943,192.168.1.228,383,37817,1
14144,1550703794.977408,192.168.1.236,340,33571,1
14145,1550703794.978107,192.168.1.236,349,33561,1
14146,1550703794.9787,192.168.1.236,386,33523,1
14147,1550703794.979337,192.168.1.236,388,33520,1
14148,1550703794.97981,192.168.1.236,339,33568,1
14149,1550703794.980487,192.168.1.236,348,33558,1
14150,1550703794.981087,192.168.1.236,385,33520,1
14151,1550703794.981774,192.168.1.236,387,33517,1
14152,1550703794.982395,192.168.1.228,399,37792,1
14153,1550703794.982695,192.168.1.157,235,55232,1
14154,1550703794.983373,192.168.1.236,340,33556,1
14155,1550703794.983908,192.168.1.236,349,33546,1
14156,1550703794.98458,192.168.1.228,401,37786,1
14157,1550703794.985282,192.168.1.236,386,33508,1
14158,1550703794.985806,192.168.1.236,388,33505,1
14159,1550703794.98645,192.168.1.236,339,33553,1
14160,1550703794.986908,192.168.1.236,348,33543,1
14161,1550703794.98766,192.168.1.236,385,33505,1
14162,1550703794.988269,192.168.1.236,387,33502,1
14163,1550703794.988913,192.168.1.228,389,37792,1
14164,1550703795.102,192.168.1.162,169,37197,1
14165,1550703795.10293,192.168.1.162,137,35614,1
14166,1550703795.102997,192.168.1.162,169,60076,1
14167,1550703795.103029,192.168.1.162,137,16945,1
14168,1550703795.103056,192.168.1.162,169,33820,1
14169,1550703795.103081,192.168.1.162,137,42806,1
14170,1550703795.103105,192.168.1.162,169,21110,1
14171,1550703795.103129,192.168.1.162,137,9032,1
14172,1550703795.103157,192.168.1.162,169,36429,1
14173,1550703795.103187,192.168.1.162,137,19820,1
14174,1550703795.120582,74.84.192.134,169,26591,1
14175,1550703795.120754,74.84.192.134,137,21964,1
14176,1550703795.12081,74.84.192.134,169,9603,1
14177,1550703795.120874,74.84.192.134,137,24403,1
14178,1550703795.120918,74.84.192.134,169,11541,1
14179,1550703795.120959,74.84.192.134,137,2728,1
14180,1550703795.12101,74.84.192.134,169,15878,1
14181,1550703795.121058,74.84.192.134,137,21357,1
14182,1550703795.121125,192.168.1.162,121,43659,1
14183,1550703795.121391,192.168.1.162,121,34030,1
14184,1550703795.121695,192.168.1.162,121,46324,1
14185,1550703795.121954,74.84.192.134,169,12507,1
14186,1550703795.12207,74.84.192.134,137,26721,1
14187,1550703795.122139,192.168.1.162,121,65080,1
14188,1550703795.122174,192.168.1.162,121,63844,1
14189,1550703795.122337,192.168.1.162,121,49714,1
14190,1550703795.284131,192.168.1.236,349,33538,1
14191,1550703795.284754,192.168.1.236,386,33500,1
14192,1550703795.28542,192.168.1.236,388,33497,1
14193,1550703795.285847,192.168.1.236,339,33545,1
14194,1550703795.286522,192.168.1.236,348,33535,1
14195,1550703795.287208,192.168.1.236,385,33497,1
14196,1550703795.287747,192.168.1.228,391,37787,1
14197,1550703795.288415,192.168.1.236,387,33494,1
14198,1550703795.289057,192.168.1.228,344,37826,1
14199,1550703795.289625,192.168.1.228,335,37828,1
14200,1550703795.488686,192.168.1.202,156,50148,1
14201,1550703795.488856,169.254.7.137,156,54479,1
14202,1550703795.69344,192.168.1.157,235,55232,1
14204,1550703796.073239,192.168.1.162,185,21930,1
14205,1550703796.094678,74.84.192.134,185,26293,1
14206,1550703796.09522,192.168.1.162,137,44038,1
14208,1550703796.878654,192.168.1.162,121,2032,1
14209,1550703796.903176,74.84.192.134,137,11201,1
14210,1550703797.078733,192.168.1.162,185,58104,1
14211,1550703797.099272,74.84.192.134,185,13719,1
14212,1550703797.099831,192.168.1.162,137,36354,1
14213,1550703797.229793,192.168.1.1,405,19641,1
14214,1550703797.230554,192.168.1.1,477,60639,1
14215,1550703797.23127,192.168.1.1,473,60642,1
14216,1550703797.231834,192.168.1.1,453,60661,1
14217,1550703797.232703,192.168.1.1,485,60628,1
14218,1550703797.233482,192.168.1.1,467,60645,1
14219,1550703797.234205,192.168.1.1,469,60642,1
14220,1550703797.23493,192.168.1.1,469,60641,1
14221,1550703797.235614,192.168.1.253,383,33568,1
14222,1550703797.236208,192.168.1.253,399,33547,1
14223,1550703797.236903,192.168.1.253,401,33541,1
14224,1550703797.23746,192.168.1.253,389,33548,1
14225,1550703797.23817,192.168.1.253,391,33536,1
