Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
3859,1550703232.492203,169.254.7.137,319,54316,1
3860,1550703232.492717,169.254.7.137,328,54307,1
3861,1550703232.493348,169.254.7.137,365,54270,1
3862,1550703232.494039,169.254.7.137,401,54234,1
3863,1550703232.494589,169.254.7.137,385,54250,1
3864,1550703232.495271,169.254.7.137,379,54256,1
3865,1550703232.496426,192.168.1.202,328,49976,1
3866,1550703232.497072,192.168.1.202,379,49925,1
3867,1550703232.497653,169.254.7.137,389,54246,1
3868,1550703232.498221,169.254.7.137,328,54307,1
3869,1550703232.498855,169.254.7.137,379,54256,1
3870,1550703232.499284,192.168.1.202,319,49985,1
3871,1550703232.499917,192.168.1.202,328,49976,1
3872,1550703232.500588,192.168.1.202,375,49929,1
3873,1550703232.501144,192.168.1.202,383,49921,1
3874,1550703232.501856,192.168.1.202,385,49919,1
3875,1550703232.502172,169.254.7.137,319,54316,1
3876,1550703232.502899,169.254.7.137,328,54307,1
3877,1550703232.503456,169.254.7.137,375,54260,1
3878,1550703232.504176,169.254.7.137,383,54252,1
3879,1550703232.504675,169.254.7.137,385,54250,1
3880,1550703232.583486,192.168.1.214,40,16955,0
3882,1550703232.789159,74.84.192.134,169,64859,1
3883,1550703232.789565,192.168.1.162,137,97,1
3884,1550703232.789992,192.168.1.162,137,13212,1
3885,1550703232.804907,74.84.192.134,137,11201,1
3886,1550703232.805258,192.168.1.162,137,41209,1
3887,1550703232.890762,192.168.1.214,164,58389,1
3889,1550703233.505611,169.254.7.137,385,54250,1
3890,1550703233.506065,169.254.7.137,383,54252,1
3891,1550703233.506789,169.254.7.137,375,54260,1
3892,1550703233.507225,169.254.7.137,328,54307,1
3893,1550703233.507875,169.254.7.137,319,54316,1
3894,1550703233.508536,192.168.1.202,385,49919,1
3895,1550703233.509043,192.168.1.202,383,49921,1
3896,1550703233.509793,192.168.1.202,375,49929,1
3897,1550703233.51085,192.168.1.202,328,49976,1
3898,1550703233.511261,192.168.1.202,319,49985,1
3899,1550703233.511979,169.254.7.137,379,54256,1
3900,1550703233.512451,169.254.7.137,328,54307,1
3901,1550703233.513147,169.254.7.137,389,54246,1
3902,1550703233.513789,192.168.1.202,379,49925,1
3903,1550703233.51418,192.168.1.202,328,49976,1
3904,1550703233.514989,192.168.1.202,389,49915,1
3905,1550703233.515685,169.254.7.137,379,54256,1
3906,1550703233.516208,169.254.7.137,385,54250,1
3907,1550703233.516913,169.254.7.137,401,54234,1
3908,1550703233.51745,169.254.7.137,365,54270,1
3909,1550703233.518079,169.254.7.137,328,54307,1
3910,1550703233.518438,169.254.7.137,319,54316,1
3911,1550703233.519231,192.168.1.202,379,49925,1
3912,1550703233.519816,192.168.1.202,385,49919,1
3913,1550703233.520998,192.168.1.202,401,49903,1
3914,1550703233.521629,192.168.1.202,365,49939,1
3915,1550703233.52202,192.168.1.202,328,49976,1
3916,1550703233.52273,192.168.1.202,319,49985,1
3917,1550703233.523179,169.254.7.137,390,54245,1
3918,1550703233.523781,169.254.7.137,378,54257,1
3919,1550703233.524399,169.254.7.137,376,54259,1
3920,1550703233.525106,169.254.7.137,378,54257,1
3921,1550703233.525808,169.254.7.137,342,54293,1
3922,1550703233.526281,169.254.7.137,326,54309,1
3923,1550703233.527017,192.168.1.202,390,49914,1
3924,1550703233.527566,192.168.1.202,378,49926,1
3925,1550703233.52825,192.168.1.202,376,49928,1
3926,1550703233.52878,192.168.1.202,378,49926,1
3927,1550703233.529414,192.168.1.202,342,49962,1
3928,1550703233.529869,192.168.1.202,326,49978,1
3930,1550703234.119848,192.168.1.157,235,55232,1
3931,1550703234.426778,192.168.1.210,68,29822,0
3932,1550703234.427405,192.168.1.210,377,29512,1
3933,1550703234.631674,192.168.1.214,94,1277,0
3936,1550703235.27352,192.168.1.162,89,28026,0
3937,1550703235.288637,74.84.192.134,52,11255,0
3938,1550703235.553217,192.168.1.253,94,21565,0
3939,1550703235.553347,192.168.1.228,118,3263,1
3940,1550703235.553642,192.168.1.157,143,55324,1
3941,1550703235.553705,192.168.1.236,95,10381,0
3942,1550703235.655669,192.168.1.214,40,16955,0
3943,1550703235.655798,192.168.1.214,94,47831,0
3946,1550703235.962691,192.168.1.157,143,55324,1
3947,1550703235.962958,192.168.1.214,164,7416,1
3949,1550703236.199892,192.168.1.162,457,62969,1
3950,1550703236.200779,192.168.1.162,745,53354,1
3951,1550703236.200854,192.168.1.162,361,31311,1
3952,1550703236.219752,74.84.192.134,137,5669,1
3953,1550703236.234665,74.84.192.134,409,12511,1
3954,1550703236.234793,74.84.192.134,713,25208,1
3955,1550703236.234831,74.84.192.134,185,11305,1
3956,1550703236.235066,192.168.1.162,137,61421,1
3957,1550703236.235145,192.168.1.162,137,23672,1
3958,1550703236.235185,192.168.1.162,137,44106,1
3959,1550703236.235462,192.168.1.162,185,46454,1
3960,1550703236.288683,74.84.192.134,137,22154,1
3961,1550703236.372518,192.168.1.157,143,55324,1
3962,1550703236.474908,192.168.1.157,143,55324,1
3963,1550703236.782222,192.168.1.157,235,55232,1
3965,1550703236.884434,192.168.1.253,96,21528,0
3966,1550703236.884562,192.168.1.253,120,21503,1
3967,1550703236.885364,169.254.8.33,411,61535,1
3968,1550703236.886049,169.254.8.33,418,61527,1
3969,1550703236.886798,169.254.8.33,473,61471,1
3970,1550703236.887419,169.254.8.33,411,61531,1
3971,1550703236.888115,169.254.8.33,418,61523,1
3972,1550703236.888819,169.254.8.33,473,61467,1
3973,1550703236.889538,169.254.8.33,411,61522,1
3974,1550703236.890149,169.254.8.33,418,61514,1
3975,1550703236.89094,169.254.8.33,473,61458,1
3976,1550703236.891614,169.254.8.33,445,61477,1
3977,1550703236.987316,169.254.8.33,445,61468,1
3978,1550703236.988059,169.254.8.33,445,61466,1
3979,1550703236.988535,169.254.8.33,429,61477,1
3980,1550703236.989222,169.254.8.33,429,61475,1
3981,1550703236.989914,169.254.8.33,429,61470,1
3982,1550703237.19164,192.168.1.234,96,57670,0
3983,1550703237.498846,192.168.1.236,95,10235,0
3985,1550703238.522934,192.168.1.214,94,36769,0
3987,1550703238.708901,192.168.1.162,153,5495,1
3988,1550703238.709782,192.168.1.162,409,21033,1
3989,1550703238.709837,192.168.1.162,153,44424,1
3991,1550703238.739277,74.84.192.134,217,26040,1
3992,1550703238.740054,192.168.1.162,153,27355,1
3993,1550703238.741459,74.84.192.134,201,20131,1
3994,1550703238.755139,74.84.192.134,217,18202,1
3995,1550703238.75936,74.84.192.134,505,10151,1
3996,1550703238.759813,192.168.1.162,137,30122,1
3997,1550703239.342558,192.168.1.157,433,50684,1
3998,1550703239.342952,192.168.1.157,311,50806,1
3999,1550703239.343622,192.168.1.157,375,50742,1
4000,1550703239.344305,192.168.1.157,385,50732,1
4001,1550703239.344663,192.168.1.157,311,50806,1
4002,1550703239.345426,192.168.1.157,385,50732,1
4003,1550703239.680203,192.168.1.162,185,23182,1
4004,1550703239.695091,74.84.192.134,185,26774,1
4005,1550703239.695496,192.168.1.162,137,6637,1
4007,1550703239.854265,192.168.1.157,235,55232,1
4009,1550703241.287918,192.168.1.253,157,61385,1
4010,1550703241.302217,192.168.1.162,169,10320,1
4011,1550703241.303056,192.168.1.162,169,33094,1
4013,1550703242.107211,74.84.192.134,185,19677,1
4014,1550703242.107339,74.84.192.134,281,6002,1
4015,1550703242.107566,192.168.1.162,137,12233,1
4016,1550703242.107648,192.168.1.162,137,50291,1
4017,1550703242.209405,192.168.1.157,143,55324,1
4018,1550703242.209563,192.168.1.157,143,55324,1
4019,1550703242.312312,192.168.1.157,143,55324,1
4020,1550703242.618884,192.168.1.1,36,33183,0
4021,1550703242.721585,192.168.1.157,235,55232,1
4023,1550703243.028514,192.168.1.210,56,16751,0
4024,1550703243.234984,192.168.1.162,249,41899,1
4025,1550703243.275745,74.84.192.134,217,28993,1
4026,1550703243.275926,74.84.192.134,265,25870,1
4027,1550703243.275985,74.84.192.134,185,11121,1
4028,1550703243.277795,192.168.1.162,137,6291,1
4029,1550703243.27786,192.168.1.162,137,12715,1
4030,1550703243.278014,192.168.1.162,137,59993,1
4031,1550703243.27811,192.168.1.162,185,5717,1
4032,1550703243.338414,74.84.192.134,137,21593,1
4033,1550703243.745533,192.168.1.157,235,55232,1
4035,1550703243.745729,192.168.1.228,48,16741,0
4036,1550703244.154903,192.168.1.236,48,16733,0
4037,1550703244.553035,192.168.1.162,267,1796,1
4038,1550703244.56062,18.205.93.208,52,4607,0
4039,1550703244.562098,18.205.93.208,245,4411,1
4040,1550703244.562242,192.168.1.162,52,2013,0
4041,1550703244.666907,192.168.1.253,48,16716,0
4043,1550703244.871892,192.168.1.214,179,57909,1
4045,1550703245.29194,192.168.1.162,89,28026,0
4046,1550703245.302859,74.84.192.134,52,20183,0
4047,1550703245.30298,74.84.192.134,89,12985,0
4048,1550703245.303025,192.168.1.162,52,28063,0
4049,1550703245.425887,192.168.1.162,153,62347,1
4050,1550703245.44587,74.84.192.134,153,64935,1
4051,1550703245.446303,192.168.1.162,137,12510,1
4052,1550703245.448325,192.168.1.162,649,26483,1
4053,1550703245.465732,74.84.192.134,137,6974,1
4054,1550703245.465885,74.84.192.134,281,23343,1
4055,1550703245.466266,192.168.1.162,137,59769,1
4056,1550703245.466891,192.168.1.162,185,7326,1
4057,1550703245.469136,192.168.1.162,617,3050,1
4058,1550703245.48514,74.84.192.134,137,16126,1
4059,1550703245.486299,74.84.192.134,473,7830,1
4060,1550703245.486438,74.84.192.134,169,21822,1
4061,1550703245.486476,74.84.192.134,137,30191,1
4062,1550703245.486733,192.168.1.162,137,53484,1
4063,1550703245.486811,192.168.1.162,137,61795,1
4064,1550703245.486854,192.168.1.162,137,10809,1
4065,1550703245.487148,192.168.1.162,137,27536,1
4066,1550703245.504748,74.84.192.134,137,14975,1
4068,1550703246.100611,192.168.1.1,56,16960,0
4069,1550703246.202867,169.254.5.6,48,21741,0
4070,1550703246.511416,192.168.1.1,48,42943,0
4071,1550703246.511561,192.168.1.162,48,46809,0
4072,1550703246.612822,192.168.1.234,157,42952,1
4074,1550703247.227123,192.168.1.234,155,42915,1
4075,1550703247.534205,192.168.1.202,56,16759,0
4076,1550703247.636437,192.168.1.234,48,16735,0
4077,1550703247.636713,192.168.1.157,143,55324,1
4078,1550703247.739027,192.168.1.196,40,15788,0
4080,1550703247.739276,192.168.1.157,143,55324,1
4081,1550703248.046342,192.168.1.157,143,55324,1
4082,1550703248.353551,192.168.1.157,143,55324,1
4083,1550703248.558542,192.168.1.157,235,55232,1
4085,1550703248.763135,169.254.11.237,40,19982,0
4086,1550703248.86542,192.168.1.157,48,16812,0
4087,1550703249.623646,192.168.1.162,40,17007,0
4088,1550703249.68493,192.168.1.157,235,55232,1
4089,1550703249.685161,192.168.1.228,157,65001,1
4091,1550703249.787148,192.168.1.251,40,16726,0
4092,1550703250.197125,192.168.1.234,383,42118,1
4093,1550703250.19764,192.168.1.234,399,42096,1
4094,1550703250.19778,192.168.1.196,40,15787,0
4095,1550703250.198118,192.168.1.228,155,64960,1
4096,1550703250.29982,192.168.1.234,401,42086,1
4097,1550703250.504569,192.168.1.234,389,42091,1
4098,1550703250.606706,192.168.1.234,391,42083,1
4099,1550703250.708644,192.168.1.196,40,15786,0
4100,1550703250.709157,192.168.1.234,344,42122,1
4102,1550703250.811334,192.168.1.234,335,42119,1
4103,1550703251.118284,192.168.1.2,48,16967,0
4104,1550703251.11844,169.254.8.33,40,20954,0
4105,1550703251.22067,192.168.1.244,48,54508,0
4106,1550703251.528115,192.168.1.157,235,55232,1
4109,1550703251.630284,169.254.4.50,48,21953,0
4112,1550703253.268854,192.168.1.157,143,55324,1
4113,1550703253.473764,192.168.1.1,203,45898,1
4114,1550703253.576051,192.168.1.157,143,55324,1
4116,1550703253.883257,192.168.1.157,143,55324,1
4117,1550703254.088072,192.168.1.157,143,55324,1
4118,1550703254.395395,192.168.1.157,235,55232,1
4119,1550703254.702637,192.168.1.228,383,64128,1
4120,1550703254.70347,192.168.1.228,399,64106,1
4122,1550703254.805248,192.168.1.228,401,64099,1
4123,1550703254.907643,192.168.1.228,389,64101,1
4124,1550703255.112437,192.168.1.228,391,64089,1
4125,1550703255.112849,192.168.1.228,344,64124,1
4126,1550703255.214793,192.168.1.228,335,64121,1
4127,1550703255.317,192.168.1.157,235,55232,1
4128,1550703255.521759,192.168.1.202,156,50148,1
4129,1550703255.521903,169.254.7.137,156,54479,1
4133,1550703256.751081,192.168.1.253,383,59958,1
4134,1550703256.85329,192.168.1.253,399,59937,1
4136,1550703257.160576,192.168.1.253,401,59927,1
4137,1550703257.160971,192.168.1.1,405,44898,1
4138,1550703257.161905,192.168.1.1,477,19417,1
4139,1550703257.162686,192.168.1.1,473,19420,1
4140,1550703257.163375,192.168.1.1,453,19439,1
4141,1550703257.164127,192.168.1.1,485,19406,1
4142,1550703257.164842,192.168.1.1,467,19423,1
4143,1550703257.165617,192.168.1.1,469,19420,1
4144,1550703257.167846,192.168.1.1,469,19419,1
4145,1550703257.262884,192.168.1.253,389,59933,1
4146,1550703257.263083,192.168.1.210,169,28087,1
4148,1550703257.264259,192.168.1.253,391,59925,1
4149,1550703257.365156,192.168.1.157,235,55232,1
4150,1550703257.365573,192.168.1.253,344,59961,1
4152,1550703257.877069,192.168.1.210,169,28049,1
4154,1550703257.877965,192.168.1.253,335,59969,1
4155,1550703257.878105,192.168.1.210,169,28040,1
4157,1550703258.083202,192.168.1.210,434,27762,1
4159,1550703258.185189,74.84.192.134,201,14673,1
4160,1550703258.18532,74.84.192.134,169,11515,1
4161,1550703258.185358,74.84.192.134,185,2331,1
4162,1550703258.185557,192.168.1.162,137,16094,1
4163,1550703258.185699,192.168.1.162,137,27067,1
4164,1550703258.185833,192.168.1.162,137,18060,1
4165,1550703258.18599,192.168.1.162,185,64481,1
4166,1550703258.25202,74.84.192.134,137,29398,1
4168,1550703259.003747,192.168.1.210,434,27761,1
4170,1550703259.004643,192.168.1.157,143,55324,1
4171,1550703259.196422,192.168.1.162,153,62442,1
4172,1550703259.197299,192.168.1.162,505,12420,1
4173,1550703259.197357,192.168.1.162,153,12182,1
4174,1550703259.215535,74.84.192.134,169,28276,1
4175,1550703259.226285,74.84.192.134,137,21642,1
4176,1550703259.231606,74.84.192.134,185,21062,1
4177,1550703259.232509,74.84.192.134,361,11266,1
4178,1550703259.23258,74.84.192.134,201,15089,1
4179,1550703259.232807,192.168.1.162,137,57110,1
4180,1550703259.232895,192.168.1.162,137,42368,1
4181,1550703259.515376,192.168.1.157,143,55324,1
4182,1550703259.720247,192.168.1.157,143,55324,1
4184,1550703260.232235,192.168.1.157,235,55232,1
4186,1550703261.154236,192.168.1.210,434,27605,1
4187,1550703261.358823,192.168.1.157,235,55232,1
4190,1550703263.202048,192.168.1.157,235,55232,1
4191,1550703263.30482,74.84.192.134,169,29612,1
4192,1550703263.30523,192.168.1.162,137,56634,1
4193,1550703263.305475,192.168.1.162,169,38225,1
4194,1550703263.325749,74.84.192.134,137,17349,1
4196,1550703263.752276,192.168.1.162,82,1981,0
4197,1550703263.804294,18.205.93.208,52,4605,0
4199,1550703264.943133,192.168.1.210,434,27104,1
4200,1550703265.045239,192.168.1.157,143,55324,1
4201,1550703265.352395,192.168.1.214,98,52984,0
4203,1550703265.452178,192.168.1.162,89,28026,0
4204,1550703265.454745,192.168.1.157,143,55324,1
4205,1550703265.467145,74.84.192.134,52,12609,0
4206,1550703265.659519,192.168.1.157,143,55324,1
4208,1550703265.96658,192.168.1.157,143,55324,1
4210,1550703266.171655,192.168.1.157,235,55232,1
4211,1550703266.665573,192.168.1.162,185,2013,1
4212,1550703266.666549,192.168.1.162,201,34795,1
4213,1550703266.669014,192.168.1.162,201,17881,1
4214,1550703266.680468,74.84.192.134,569,2158,1
4215,1550703266.680592,74.84.192.134,521,8258,1
4216,1550703266.680629,74.84.192.134,521,5494,1
4217,1550703266.680836,192.168.1.162,137,34986,1
4218,1550703266.680906,192.168.1.162,137,37118,1
4219,1550703266.68098,192.168.1.162,137,14950,1
4220,1550703266.681675,192.168.1.162,185,40356,1
4221,1550703266.688612,192.168.1.162,185,44443,1
4222,1550703266.697823,192.168.1.162,185,46990,1
4223,1550703266.698834,74.84.192.134,201,9828,1
4224,1550703266.698991,74.84.192.134,201,9093,1
4225,1550703266.699266,192.168.1.162,137,44604,1
4226,1550703266.699375,192.168.1.162,137,12237,1
4227,1550703266.70846,74.84.192.134,201,65456,1
4228,1550703266.708776,192.168.1.162,137,36157,1
4229,1550703266.712107,192.168.1.162,185,59988,1
4230,1550703266.728423,74.84.192.134,473,27349,1
4231,1550703266.728914,192.168.1.162,137,65406,1
4232,1550703266.729769,192.168.1.162,185,23930,1
4233,1550703266.74769,74.84.192.134,201,13100,1
4234,1550703266.748009,192.168.1.162,137,11563,1
4236,1550703267.028368,192.168.1.162,185,31355,1
4237,1550703267.033021,192.168.1.162,201,58423,1
4238,1550703267.044488,74.84.192.134,473,19374,1
4239,1550703267.044636,74.84.192.134,521,24754,1
4240,1550703267.044921,192.168.1.162,137,24571,1
4241,1550703267.044993,192.168.1.162,137,33440,1
4242,1550703267.045589,192.168.1.162,185,18864,1
4243,1550703267.045662,192.168.1.162,185,16180,1
4244,1550703267.053941,74.84.192.134,201,7470,1
4245,1550703267.054285,192.168.1.162,137,26404,1
4246,1550703267.062761,74.84.192.134,201,7828,1
4247,1550703267.062997,192.168.1.162,137,25119,1
4249,1550703267.195688,192.168.1.157,235,55232,1
4250,1550703267.470893,192.168.1.162,185,27316,1
4251,1550703267.47142,192.168.1.162,169,40651,1
4252,1550703267.471485,192.168.1.162,137,28521,1
4253,1550703267.490508,74.84.192.134,137,28149,1
4254,1550703267.49067,74.84.192.134,137,64250,1
4255,1550703267.491036,192.168.1.162,137,19848,1
4257,1550703268.117309,192.168.1.214,171,37512,1
4259,1550703268.180195,192.168.1.162,319,29891,1
4261,1550703269.039178,192.168.1.157,235,55232,1
4262,1550703269.1418,192.168.1.157,424,50693,1
4263,1550703269.244166,192.168.1.157,433,50684,1
4264,1550703269.244533,192.168.1.157,311,50806,1
4265,1550703269.245345,192.168.1.157,375,50742,1
4266,1550703269.245827,192.168.1.157,385,50732,1
4267,1550703269.246439,192.168.1.157,311,50806,1
4268,1550703269.246967,192.168.1.157,375,50742,1
4269,1550703269.24768,192.168.1.157,385,50732,1
4272,1550703271.189483,192.168.1.253,157,59602,1
4273,1550703271.291847,192.168.1.157,143,55324,1
4274,1550703271.599078,192.168.1.157,143,55324,1
4276,1550703271.803828,192.168.1.253,155,59563,1
4277,1550703271.803965,192.168.1.157,143,55324,1
4278,1550703272.111232,192.168.1.157,235,55232,1
4280,1550703273.033054,192.168.1.210,434,25830,1
4282,1550703273.1352,192.168.1.157,235,55232,1
4283,1550703273.393302,192.168.1.162,409,49492,1
4284,1550703273.434781,74.84.192.134,505,11976,1
4285,1550703273.435234,192.168.1.162,137,57800,1
4287,1550703274.65201,192.168.1.162,267,1796,1
4290,1550703274.660285,18.205.93.208,52,4604,0
4291,1550703274.661734,18.205.93.208,245,4408,1
4292,1550703274.661881,192.168.1.162,52,2013,0
4294,1550703275.451841,192.168.1.162,89,28026,0
4295,1550703275.460902,74.84.192.134,52,23431,0
4296,1550703275.461035,74.84.192.134,89,24386,0
4297,1550703275.461084,192.168.1.162,52,28063,0
4298,1550703275.490926,192.168.1.162,185,17042,1
4299,1550703275.512743,74.84.192.134,265,27419,1
4300,1550703275.51402,192.168.1.162,153,17274,1
4301,1550703275.53577,74.84.192.134,153,29722,1
4302,1550703275.536226,192.168.1.162,137,39057,1
4303,1550703275.538421,192.168.1.162,649,11729,1
4304,1550703275.555409,74.84.192.134,137,24691,1
4305,1550703275.555565,74.84.192.134,281,324,1
4306,1550703275.555945,192.168.1.162,137,15647,1
4307,1550703275.556544,192.168.1.162,185,14568,1
4308,1550703275.559178,192.168.1.162,825,10261,1
4309,1550703275.57537,74.84.192.134,137,23160,1
4310,1550703275.576579,74.84.192.134,345,64466,1
4311,1550703275.576738,74.84.192.134,169,13161,1
4312,1550703275.576791,74.84.192.134,137,3375,1
4313,1550703275.57719,192.168.1.162,137,54691,1
4314,1550703275.577307,192.168.1.162,137,2813,1
4315,1550703275.577475,192.168.1.162,137,10645,1
4316,1550703275.578103,192.168.1.162,137,51423,1
4317,1550703275.594583,74.84.192.134,137,63818,1
4319,1550703275.899712,192.168.1.228,102,994,1
4320,1550703275.899872,192.168.1.234,126,55329,1
4321,1550703276.042729,192.168.1.162,537,42938,1
4322,1550703276.04356,192.168.1.162,153,13803,1
4323,1550703276.056613,74.84.192.134,137,5169,1
4324,1550703276.069121,74.84.192.134,169,3963,1
4325,1550703276.104427,192.168.1.236,95,7690,0
4326,1550703276.41297,74.84.192.134,377,6418,1
4327,1550703276.413099,74.84.192.134,457,24239,1
4328,1550703276.413136,74.84.192.134,281,1624,1
4329,1550703276.413167,74.84.192.134,297,21393,1
4330,1550703276.413358,192.168.1.162,137,31407,1
4331,1550703276.413476,192.168.1.162,137,64832,1
4332,1550703276.413548,192.168.1.162,137,39284,1
4333,1550703276.413648,192.168.1.162,137,61872,1
4334,1550703276.417546,192.168.1.162,313,63952,1
4335,1550703276.429987,74.84.192.134,137,13383,1
4336,1550703276.430447,74.84.192.134,185,22545,1
4337,1550703276.430719,192.168.1.162,137,24396,1
4338,1550703276.430974,192.168.1.162,185,49573,1
4339,1550703276.45041,74.84.192.134,137,8615,1
4340,1550703276.456252,74.84.192.134,217,12767,1
4341,1550703276.456502,74.84.192.134,265,23343,1
4342,1550703276.456629,74.84.192.134,185,29059,1
4343,1550703276.456866,192.168.1.162,137,42127,1
4344,1550703276.456978,192.168.1.162,137,32986,1
4345,1550703276.457303,192.168.1.162,137,47636,1
4346,1550703276.457461,192.168.1.162,185,4688,1
4347,1550703276.510853,74.84.192.134,137,27772,1
4349,1550703276.82124,192.168.1.234,157,41045,1
4350,1550703277.128589,192.168.1.157,143,55324,1
4351,1550703277.230967,192.168.1.234,155,41017,1
4352,1550703277.435702,192.168.1.157,143,55324,1
4353,1550703277.538003,192.168.1.157,143,55324,1
4355,1550703277.947751,192.168.1.157,143,55324,1
4356,1550703278.050332,192.168.1.157,235,55232,1
4358,1550703279.176766,192.168.1.157,235,55232,1
4360,1550703279.791051,192.168.1.228,157,63698,1
4361,1550703280.30344,192.168.1.234,383,40010,1
4362,1550703280.303802,192.168.1.234,399,39986,1
4363,1550703280.304126,192.168.1.228,155,63650,1
4364,1550703280.304901,192.168.1.234,401,39981,1
4365,1550703280.405785,192.168.1.234,389,39981,1
4366,1550703280.610591,192.168.1.234,391,39978,1
4367,1550703280.712949,192.168.1.234,344,40021,1
4369,1550703280.815326,192.168.1.234,335,40023,1
4370,1550703281.12234,192.168.1.157,235,55232,1
4372,1550703282.045066,74.84.192.134,185,63551,1
4373,1550703282.045191,74.84.192.134,281,25187,1
4374,1550703282.045408,192.168.1.162,137,27865,1
4375,1550703282.045491,192.168.1.162,137,40245,1
4376,1550703282.506142,192.168.1.162,137,38728,1
4377,1550703282.507053,192.168.1.162,137,57577,1
4378,1550703282.507102,192.168.1.162,153,38180,1
4379,1550703282.528931,74.84.192.134,153,2581,1
4380,1550703282.529379,192.168.1.162,137,55461,1
4381,1550703282.530894,192.168.1.162,649,16273,1
4382,1550703282.543999,74.84.192.134,217,14170,1
4383,1550703282.544624,74.84.192.134,201,28131,1
4384,1550703282.547189,74.84.192.134,137,14346,1
4385,1550703282.547423,74.84.192.134,1497,13339,1
4386,1550703282.547501,74.84.192.134,1497,26695,1
4387,1550703282.54754,74.84.192.134,1497,10750,1
4388,1550703282.547574,74.84.192.134,169,20674,1
4389,1550703282.54787,192.168.1.162,137,55247,1
4390,1550703282.547964,192.168.1.162,137,22657,1
4391,1550703282.548006,192.168.1.162,137,34103,1
4392,1550703282.54867,74.84.192.134,1257,8696,1
4393,1550703282.549023,192.168.1.162,137,19929,1
4394,1550703282.553437,192.168.1.162,265,13371,1
4395,1550703282.553786,192.168.1.162,1385,59551,1
4396,1550703282.576873,74.84.192.134,137,13407,1
4397,1550703282.577029,74.84.192.134,185,9183,1
4398,1550703282.577404,192.168.1.162,137,31838,1
4399,1550703282.579863,74.84.192.134,1177,6446,1
4400,1550703282.580278,192.168.1.162,137,47756,1
4402,1550703283.170304,192.168.1.157,143,55324,1
4403,1550703283.477465,192.168.1.157,143,55324,1
4404,1550703283.579983,192.168.1.1,203,45936,1
4406,1550703283.887133,192.168.1.157,143,55324,1
4407,1550703283.887291,192.168.1.157,143,55324,1
4408,1550703284.092068,192.168.1.157,235,55232,1
4409,1550703284.501732,192.168.1.228,383,62794,1
4410,1550703284.604296,192.168.1.228,399,62777,1
4412,1550703284.809056,192.168.1.228,401,62770,1
4413,1550703285.218683,192.168.1.228,391,62768,1
4414,1550703285.219091,192.168.1.228,344,62807,1
4415,1550703285.219675,192.168.1.157,235,55232,1
4416,1550703285.321039,192.168.1.228,335,62809,1
4419,1550703286.754842,192.168.1.253,383,58790,1
4420,1550703287.062899,74.84.192.134,185,11215,1
4421,1550703287.06303,74.84.192.134,185,22327,1
4422,1550703287.063237,192.168.1.162,137,44048,1
4423,1550703287.063357,192.168.1.162,137,44753,1
4424,1550703287.369012,192.168.1.157,235,55232,1
4425,1550703287.369654,192.168.1.253,401,58757,1
4426,1550703287.370305,192.168.1.253,389,58760,1
4427,1550703287.370431,74.84.192.134,201,17417,1
4428,1550703287.37066,192.168.1.162,137,57658,1
4429,1550703287.471455,192.168.1.253,344,58791,1
4430,1550703287.471941,192.168.1.253,335,58794,1
4432,1550703288.291085,74.84.192.134,185,9997,1
4433,1550703288.291421,192.168.1.162,137,30960,1
4435,1550703288.904635,192.168.1.157,143,55324,1
4436,1550703289.007581,192.168.1.210,434,23363,1
4438,1550703289.519121,192.168.1.157,143,55324,1
4440,1550703289.928861,192.168.1.157,143,55324,1
4441,1550703290.134645,192.168.1.157,143,55324,1
4442,1550703290.338425,192.168.1.157,149,55318,1
4443,1550703290.338591,192.168.1.157,158,55309,1
4446,1550703292.674036,192.168.1.162,121,14085,1
4447,1550703292.689663,74.84.192.134,137,30091,1
4449,1550703293.151762,192.168.1.162,153,11858,1
4450,1550703293.308252,192.168.1.157,235,55232,1
4452,1550703294.153982,192.168.1.162,153,40217,1
4453,1550703294.521529,192.168.1.162,185,60836,1
4454,1550703294.538183,74.84.192.134,137,9497,1
4455,1550703294.538499,74.84.192.134,185,13049,1
4456,1550703294.538851,192.168.1.162,137,25312,1
4458,1550703295.151355,192.168.1.157,143,55324,1
4459,1550703295.158477,192.168.1.162,153,56614,1
4460,1550703295.356178,192.168.1.157,143,55324,1
4461,1550703295.458588,192.168.1.157,143,55324,1
4462,1550703295.608043,192.168.1.162,89,28026,0
4463,1550703295.625881,74.84.192.134,52,29226,0
4464,1550703295.765768,192.168.1.157,143,55324,1
4466,1550703296.162034,192.168.1.162,153,44867,1
4467,1550703296.175479,192.168.1.157,235,55232,1
4469,1550703297.164922,192.168.1.162,153,51184,1
4471,1550703298.167665,192.168.1.162,153,49749,1
4473,1550703299.042746,192.168.1.157,235,55232,1
4474,1550703299.247841,192.168.1.157,424,50693,1
4475,1550703299.248482,192.168.1.157,433,50684,1
4476,1550703299.248964,192.168.1.157,311,50806,1
4477,1550703299.249527,192.168.1.157,375,50742,1
4478,1550703299.25025,192.168.1.157,385,50732,1
4479,1550703299.250623,192.168.1.157,311,50806,1
4480,1550703299.251397,192.168.1.157,375,50742,1
4481,1550703299.252017,192.168.1.157,385,50732,1
4483,1550703300.170184,192.168.1.162,153,3419,1
4485,1550703300.78353,192.168.1.157,143,55324,1
4486,1550703301.193177,192.168.1.253,157,58496,1
