,LSTM,GRU,BILSTM
0,0.3318596140581504,0.17665204554164815,0.2181948350274167
1,0.05271291819737835,0.03908881001121175,0.035469206921837824
2,0.047555465420239765,0.0465479362861248,0.01367168221672034
3,0.033927059137146644,0.02327222389254211,0.044626603600842675
4,0.0252861802796386,0.04955730333855727,0.057766185615653706
5,0.04585678372657095,0.02617267038013229,0.03573271516001176
6,0.020742878463845385,0.038088464957124576,0.02549630184828877
7,0.029427500104263298,0.017130620128566882,0.03558478729357406
8,0.038936743357529245,0.020568648373813694,0.023534431202792777
9,0.02236545790153908,0.03352628431153368,0.016005489956058095
10,0.044391489611073046,0.02462549444181466,0.02864056070788045
11,0.029068043320650223,0.009681400619095355,0.01912671682785106
12,0.01861068238862685,0.046804279322708996,0.03738783668291934
13,0.021343726199120283,0.03476353197445367,0.015802372006586317
14,0.028513558778193605,0.02341806068838874,0.03269952017646862
15,0.03305127305941562,0.03026553589816463,0.034325785332788204
16,0.0334584584481367,0.028616564102683973,0.026512893538461344
17,0.012431508059400307,0.02883632406735422,0.015690449572143297
18,0.04195565852725623,0.029101301297363904,0.027900772728946713
19,0.02692632151017489,0.032832317295323765,0.022567663826413405
20,0.016351490802595937,0.028044646578883003,0.02183438785223548
21,0.030033877309172355,0.02313443440694025,0.036107717496921744
22,0.02934822055779524,0.03485732928765569,0.008534624986831489
23,0.033780802855541726,0.034763593264818614,0.025244244079514654
24,0.04294521273850427,0.03127123504577995,0.056074466163820016
25,0.03308857119221919,0.030068044992289402,0.010751235073257703
26,0.038235124242182894,0.01724140663812296,0.022050788310207795
27,0.018850346847955602,0.03461785104022477,0.028892004908796527
28,0.041065269799414356,0.03123898075432793,0.017352992528161602
29,0.034605439971358974,0.02334138735935439,0.04426701283421088
30,0.017204640973504045,0.01925544137236107,0.04729788296784953
31,0.026626822221655883,0.01400731568567397,0.03673158303668754
32,0.029047692466874497,0.01713682149897335,0.05277175854070712
33,0.0100542862776609,0.02436215717347614,0.02802405315832798
34,0.039008362566174855,0.039390023059014685,0.03416316832532833
35,0.02031621285569512,0.025917307676623792,0.023678109224255613
36,0.021437901051403918,0.03136666322628162,0.06447562293764822
37,0.03131820204257334,0.00778828124668384,0.054589997771153975
38,0.034741442744938476,0.045618572980389106,0.037854867697940706
39,0.023812511321854392,0.011013499634093106,0.022853258323374252
40,0.012751020640917491,0.03308416901319173,0.023178180097602308
41,0.029905385199650112,0.022203579508189093,0.03782850747259128
42,0.03644356450610557,0.021515897421990417,0.013720676482794543
43,0.02455314897585497,0.031003128008793325,0.018507845210777016
44,0.023023652262054384,0.04246209169103959,0.006096486376281459
45,0.020060651164303275,0.028014493834537763,0.0366543495679535
46,0.027656617109719034,0.02202359491355433,0.023685263004976108
47,0.018326954360022657,0.037796383054721785,0.037016893478598295
48,0.0204154968302497,0.016448811829349257,0.03672667520448281
49,0.017056596901144118,0.02574601294874019,0.013552752303059534
50,0.02046527706696994,0.04926297693991163,0.007517335287099284
51,0.02953023773550298,0.024722327083930646,0.020361594115610834
52,0.021575478635140363,0.03144751810389808,0.017583617450178425
53,0.03099717076908597,0.01579920111433208,0.015584379260866945
54,0.030243520424661812,0.030241126046610712,0.03220598554284059
55,0.02030202235742393,0.021035804970794696,0.03026242316588193
56,0.021302951656355613,0.021112940706790158,0.04152162736913158
57,0.0335567163837558,0.042624513669949717,0.022803327023078152
58,0.034777883153164095,0.02138106949662916,0.05052584135192276
59,0.029247282032287904,0.018350040479466163,0.03461238133489539
60,0.02419194628880491,0.019709176132665936,0.028030599895627947
61,0.03778620576749077,0.05302907241497513,0.02697060714603407
62,0.022606555331040615,0.061302387064827955,0.010826325075359525
63,0.016765466730171513,0.029977259981527525,0.02656897521475172
64,0.02567822106529848,0.012462701793992892,0.01940349965832475
65,0.024089391679387267,0.028755324085602815,0.013496142566499385
66,0.04165416837954041,0.023473249020917856,0.020165395598706004
67,0.0186694657797057,0.024470934840340148,0.03141136825006419
68,0.03299798294283597,0.03489507790220807,0.03134597786421865
69,0.030543491509251394,0.02585074878238552,0.03520300680847765
70,0.033052203734142256,0.03371837147508911,0.034316784873000335
71,0.025601071350297516,0.0336381741815857,0.027199830817805845
72,0.04114536440498485,0.017764011811001994,0.04418169984943891
73,0.00690208834899842,0.015378955707261813,0.01593260892609655
74,0.028913718143130762,0.03890517728077971,0.03859420252797335
75,0.008924711755763655,0.027358751436221903,0.043117426160387044
76,0.018913779314179868,0.04633106001505449,0.04622348588509854
77,0.0206962240543177,0.02050968153648194,0.02377737474141167
78,0.015515336595340185,0.029375483211535054,0.05517130699482257
79,0.00749447811786064,0.027689522144527405,0.01724224944456249
80,0.027582246734560757,0.05411988045069832,0.044590970588697376
81,0.024754607171283267,0.04460721638262151,0.03260655650812448
82,0.0088031264113456,0.03169941465767616,0.030237061420447683
83,0.02331464220772992,0.05504814878730616,0.021188223347433522
84,0.021815000168599667,0.03276197930783465,0.02839556916654347
85,0.023184100710796744,0.012576163287003561,0.04101206092847943
86,0.02877502802938307,0.01997923812553376,0.04238347541330393
87,0.04790366555157639,0.02554486977070633,0.016559971041982667
88,0.015505994372734538,0.030907837204414153,0.0418827573579373
89,0.025054967758971883,0.02549612534556033,0.039355975840146
90,0.011567557357345533,0.011800285452399022,0.023070783172977435
91,0.02666635352960001,0.010042473574505729,0.037512129914583796
92,0.0396092086563434,0.030782604765339023,0.017301949180759973
93,0.03465375497425501,0.02823570276571748,0.02618687948748722
94,0.029109948828894023,0.025765507191940512,0.028225840747127532
95,0.017420734560359166,0.023956000436499248,0.017670332639866854
96,0.03245101912877138,0.021300552809921075,0.022974144577341895
97,0.03805757805393972,0.04564883915781791,0.03177495091945712
98,0.032200780239727056,0.021249591545228146,0.03667764813954268
99,0.03499145890565689,0.0516341345030867,0.009138706193166117
100,0.03847108533141259,0.04161469260935072,0.02200675545377712
101,0.03432061555229738,0.0320276718705565,0.03021820914123594
102,0.03643854104438244,0.01562129164944629,0.024936973174101946
103,0.013965575560522239,0.013899461414660379,0.017676273256477488
104,0.021630842674235512,0.01836551031881929,0.01999322992726821
105,0.018903400302051676,0.03740658814794223,0.038525672179599436
106,0.013921111229199411,0.032408250432157636,0.027833074915497746
107,0.02772558468297503,0.028362949547163174,0.02775338557780665
108,0.03509046928595362,0.04146664184853593,0.024745315819285484
109,0.04848039024812038,0.027645826718235903,0.021499989323592927
110,0.007788715975018386,0.02129258850696602,0.018361321138908645
111,0.016962253730145604,0.033069651578335975,0.011394052316716183
112,0.010006656917272462,0.029587647347660218,0.02246242316060247
113,0.04148955819970471,0.012751128863922115,0.03590958677021797
114,0.039134330400344676,0.02786883605659892,0.025089036466867536
115,0.013338524236918971,0.019933697168707406,0.029158168767827515
116,0.02882137267664864,0.010489355954509307,0.047313251736711005
117,0.015782987591376432,0.03440678402410536,0.008019494794185488
118,0.06081077078519136,0.030058594201533596,0.05178994318793625
119,0.021852481681432594,0.05372103883215295,0.04237002654410214
120,0.03667394554579241,0.03616241355969881,0.014461132251913396
121,0.02037673565035549,0.022343156838149626,0.03580062923670778
122,0.023876542019204625,0.04223163626523012,0.021790621584836436
123,0.0330730539701858,0.03518354346203528,0.024921460191773166
124,0.007588305227630058,0.031135936642899625,0.029324611471334503
125,0.06416561906412606,0.02184539730989474,0.03192056141107075
126,0.013431153162418717,0.022689666025837787,0.03126641871803243
127,0.028530516896178516,0.035669590184224324,0.038498255342151705
128,0.03094862188073796,0.034457160324702765,0.019533270578647274
129,0.012546880413399283,0.029391297592392118,0.038546014535714386
130,0.01925765620945758,0.026787942660167433,0.023558774056691822
131,0.030936252162002534,0.008536625117468674,0.03252374264493842
132,0.03880059919951452,0.026944241072541224,0.02424637339445223
133,0.01404692423333431,0.022132447846089146,0.032831367176360884
134,0.027278080425754,0.01688049980955551,0.025674760703880098
135,0.014744503808375197,0.027921541972647523,0.033059767286436594
136,0.053044004530312446,0.02239745078637333,0.03893164705450904
137,0.016292815980972396,0.0194646852483281,0.03031660547140607
138,0.014955497775647768,0.023621855990791505,0.03108551154290668
139,0.021994080438737698,0.012486453908679765,0.02701523762635655
140,0.03910159945256461,0.032647878522879446,0.00975543454007935
141,0.019624539500360225,0.05945623677508711,0.02146097189367954
142,0.02771538502068422,0.02982031233504475,0.021073162291458107
143,0.01896734670985827,0.020214587791935815,0.012331405915990787
144,0.0343838620882897,0.046085146213368657,0.0275753706725384
145,0.05127820920987261,0.036605453803033,0.011290511492926543
146,0.019734895861797077,0.024706807609721177,0.03268741032379026
147,0.02559777903554719,0.023412444152261555,0.008191258721116083
148,0.02386478079817689,0.023988120700218298,0.033220723774192044
149,0.04102245523031317,0.011129505305201088,0.03661365893513405
150,0.012059616633476478,0.03425723639656237,0.03837601387476238
151,0.0271254142176256,0.029396517023688847,0.04186355300072717
152,0.020978770585464955,0.015885685062289795,0.014931312858936127
153,0.035907504311894295,0.027282479453942406,0.02125358741477355
154,0.02935353655231285,0.023035489294367533,0.019401762964523603
155,0.034553156648025884,0.003479957286979461,0.03584811352765566
156,0.02207303847782156,0.02181561963795816,0.0329783771067322
157,0.03714191748814573,0.009723464254698305,0.024299603811820204
158,0.019311252690869037,0.03236986213686973,0.028264085877138207
159,0.015918126578724254,0.009034325166784311,0.030946149299872282
160,0.011516823750028734,0.00788571985882135,0.03470589258621899
161,0.035729724747433966,0.021072264021709114,0.0370045005800801
162,0.021906931787245187,0.02940948161361989,0.0262745556380142
163,0.04660572293727517,0.007648801104587208,0.0095449720537632
164,0.02735413103180248,0.032275967634056754,0.04737006971680975
165,0.03331630128320033,0.027282583478925024,0.021910635374307548
166,0.034481820345219585,0.03143708087358555,0.034564253824630145
167,0.01215641326042442,0.04687191540356278,0.03063719626483218
168,0.04008220179278751,0.017461371994238625,0.03029290996597143
169,0.028851682992091687,0.0304078986551902,0.036374330372315446
170,0.02075436678540756,0.017850439724754766,0.010099274397362024
